name,alcohol,image_link,category
걍즐겨,8,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824200514070_BKRPRP92K.jpg/fe87_502_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
경주법주_쌀막걸리,6,https://storage.googleapis.com/cheersmate/images/%E1%84%80%E1%85%A7%E1%86%BC%E1%84%8C%E1%85%AE%E1%84%87%E1%85%A5%E1%86%B8%E1%84%8C%E1%85%AE_%E1%84%8A%E1%85%A1%E1%86%AF%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
구름을벗삼아,6,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113200854803_A2QJ493XH.jpg/fe87_058_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
구절초꽃술_11도,11,https://storage.googleapis.com/cheersmate/images/%E1%84%80%E1%85%AE%E1%84%8C%E1%85%A5%E1%86%AF%E1%84%8E%E1%85%A9%E1%84%81%E1%85%A9%E1%86%BE%E1%84%89%E1%85%AE%E1%86%AF_11%E1%84%83%E1%85%A9.png,막걸리
구절초꽃술_8도,8,https://storage.googleapis.com/cheersmate/images/%E1%84%80%E1%85%AE%E1%84%8C%E1%85%A5%E1%86%AF%E1%84%8E%E1%85%A9%E1%84%81%E1%85%A9%E1%86%BE%E1%84%89%E1%85%AE%E1%86%AF_8%E1%84%83%E1%85%A9.png,막걸리
국순당_생막걸리,6,https://storage.googleapis.com/cheersmate/images/%E1%84%80%E1%85%AE%E1%86%A8%E1%84%89%E1%85%AE%E1%86%AB%E1%84%83%E1%85%A1%E1%86%BC_%E1%84%89%E1%85%A2%E1%86%BC%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5_%E1%84%8B%E1%85%AE%E1%84%80%E1%85%AE%E1%86%A8%E1%84%89%E1%85%A2%E1%86%BC.png,막걸리
국순당_생막걸리_우국생,6,https://storage.googleapis.com/cheersmate/images/%E1%84%80%E1%85%AE%E1%86%A8%E1%84%89%E1%85%AE%E1%86%AB%E1%84%83%E1%85%A1%E1%86%BC_%E1%84%89%E1%85%A2%E1%86%BC%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
국순당_쌀막걸리,5.8,https://storage.googleapis.com/cheersmate/images/%E1%84%80%E1%85%AE%E1%86%A8%E1%84%89%E1%85%AE%E1%86%AB%E1%84%83%E1%85%A1%E1%86%BC_%E1%84%8A%E1%85%A1%E1%86%AF%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
국순당_쌀바나나,4,https://storage.googleapis.com/cheersmate/images/%E1%84%80%E1%85%AE%E1%86%A8%E1%84%89%E1%85%AE%E1%86%AB%E1%84%83%E1%85%A1%E1%86%BC_%E1%84%8A%E1%85%A1%E1%86%AF%E1%84%87%E1%85%A1%E1%84%82%E1%85%A1%E1%84%82%E1%85%A1.png,막걸리
국순당_쌀복숭아,3,https://storage.googleapis.com/cheersmate/images/%E1%84%80%E1%85%AE%E1%86%A8%E1%84%89%E1%85%AE%E1%86%AB%E1%84%83%E1%85%A1%E1%86%BC_%E1%84%8A%E1%85%A1%E1%86%AF%E1%84%87%E1%85%A9%E1%86%A8%E1%84%89%E1%85%AE%E1%86%BC%E1%84%8B%E1%85%A1.png,막걸리
"그래,_그_날",5.5,https://storage.googleapis.com/cheersmate/images/%E1%84%80%E1%85%B3%E1%84%85%E1%85%A2%2C_%E1%84%80%E1%85%B3_%E1%84%82%E1%85%A1%E1%86%AF.png,막걸리
금정산성_막걸리,8,https://storage.googleapis.com/cheersmate/images/%E1%84%80%E1%85%B3%E1%86%B7%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%89%E1%85%A1%E1%86%AB%E1%84%89%E1%85%A5%E1%86%BC_%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
금정산성막걸리,8,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522132458060_MR30GE50S.jpg/fe87_130_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
기다림16,9,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726165930816_TPPKTIPLO.png/fe87_396_i1.png?type=m4500_4500_fst_n&wm=Y,막걸리
기다림25,8,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726170210672_OLP5HWC02.jpg/fe87_397_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
기다림34,12,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726170758628_26LKBRKT3.jpg/fe87_399_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
김포막걸리,6,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013051043394_5YRGMJIQ0.jpg/fe87_305_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
까망토끼,9,https://storage.googleapis.com/cheersmate/images/%E1%84%81%E1%85%A1%E1%84%86%E1%85%A1%E1%86%BC%E1%84%90%E1%85%A9%E1%84%81%E1%85%B5.png,막걸리
까메오막걸리,6,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113202036157_D85TUP60H.jpg/fe87_077_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
나루생막걸리,6,https://storage.googleapis.com/cheersmate/images/%E1%84%82%E1%85%A1%E1%84%85%E1%85%AE%E1%84%89%E1%85%A2%E1%86%BC%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
나루생막걸리11.5,11.5,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824183256418_PHFGJWZZM.jpg/fe87_468_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
나루생막걸리6,6,https://dbscthumb-phinf.pstatic.net/4776_000_3/20200924202918773_GJOA57KJ4.JPG/fe87_467_i1.JPG?type=m4500_4500_fst_n&wm=Y,막걸리
느린마을_늘봄,6,https://storage.googleapis.com/cheersmate/images/%E1%84%82%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%86%E1%85%A1%E1%84%8B%E1%85%B3%E1%86%AF_%E1%84%82%E1%85%B3%E1%86%AF%E1%84%87%E1%85%A9%E1%86%B7.png,막걸리
느린마을막걸리,6,https://dbscthumb-phinf.pstatic.net/4776_000_3/20230323160018342_0W66D9ADK.jpg/fe87_060_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
다랭이팜생막걸리,6,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113200429110_0QMCRE5XX.jpg/fe87_051_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
다랭이팜생막걸리흑미,6,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113200506454_KABPWMDA0.jpg/fe87_052_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
다랭이팜유자막걸리,6,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113200429110_0QMCRE5XX.jpg/fe87_051_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
담은,6,https://dbscthumb-phinf.pstatic.net/4776_000_3/20230323160148027_86T5CSW65.jpg/fe87_110_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
담은_막걸리,6.5,https://storage.googleapis.com/cheersmate/images/%E1%84%83%E1%85%A1%E1%86%B7%E1%84%8B%E1%85%B3%E1%86%AB_%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
대관람차,12,https://storage.googleapis.com/cheersmate/images/%E1%84%83%E1%85%A2%E1%84%80%E1%85%AA%E1%86%AB%E1%84%85%E1%85%A1%E1%86%B7%E1%84%8E%E1%85%A1.png,막걸리
대대포생막걸리,6,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824165800449_IGNMW1L7V.jpg/fe87_433_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
대잎생동동주,6,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824170124806_RYRD8T46O.jpg/fe87_434_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
대작생막걸리,6,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824195825140_324GP6B0T.jpg/fe87_499_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
덕산_쌀막걸리,6.5,https://storage.googleapis.com/cheersmate/images/%E1%84%83%E1%85%A5%E1%86%A8%E1%84%89%E1%85%A1%E1%86%AB_%E1%84%8A%E1%85%A1%E1%86%AF%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5_%E1%84%89%E1%85%A2%E1%86%BC.png,막걸리
덕산_쌀막걸리_생,6,https://storage.googleapis.com/cheersmate/images/%E1%84%83%E1%85%A5%E1%86%A8%E1%84%89%E1%85%A1%E1%86%AB_%E1%84%8A%E1%85%A1%E1%86%AF%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
도구막걸리,6,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726155803330_N6EPZA7RB.jpg/fe87_376_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
도깨비술11,11,https://dbscthumb-phinf.pstatic.net/4776_000_3/20200824205047515_ZVA72BP7U.jpg/fe87_518_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
도깨비술7,7,https://dbscthumb-phinf.pstatic.net/4776_000_3/20200824204640852_C4CXQBPL5.jpg/fe87_516_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
도깨비술9,9,https://dbscthumb-phinf.pstatic.net/4776_000_3/20200824204640852_C4CXQBPL5.jpg/fe87_516_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
도문대작생막걸리,10,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013031757149_ZARUEP4U6.jpg/fe87_289_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
동정춘,8,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013052411973_EG8HA2DG2.jpg/fe87_307_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
동정춘막걸리산정호수,6,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726140234357_98MLRQ66S.jpg/fe87_329_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
동해동동주,6,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726160143977_DOW26BS1Y.jpg/fe87_377_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
두유노,6,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824200953084_BMV9XL4TH.jpg/fe87_504_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
만강에비친달,10,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113200354565_70DEY1IM5.jpg/fe87_049_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
맑은내일발효막걸리,7,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824192033822_GA7GGL0IM.jpg/fe87_486_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
매실막걸리,7,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522180121096_8XKUN4IHD.JPG/fe87_177_i1.JPG?type=m4500_4500_fst_n&wm=Y,막걸리
매화_마름_호랑이_막걸리,7,https://storage.googleapis.com/cheersmate/images/%E1%84%86%E1%85%A2%E1%84%92%E1%85%AA_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B3%E1%86%B7_%E1%84%92%E1%85%A9%E1%84%85%E1%85%A1%E1%86%BC%E1%84%8B%E1%85%B5_%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
메로니아,4,https://storage.googleapis.com/cheersmate/images/%E1%84%86%E1%85%A6%E1%84%85%E1%85%A9%E1%84%82%E1%85%B5%E1%84%8B%E1%85%A1.png,막걸리
문경_오미자_막걸리,6.5,https://storage.googleapis.com/cheersmate/images/%E1%84%86%E1%85%AE%E1%86%AB%E1%84%80%E1%85%A7%E1%86%BC_%E1%84%8B%E1%85%A9%E1%84%86%E1%85%B5%E1%84%8C%E1%85%A1_%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
문경주조오미자생막걸리,6.5,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113201021525_BNNMKXHFB.jpg/fe87_061_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
문희문경오미자수제전통주,12,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113200338694_YWE1FIWVD.jpg/fe87_048_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
문희햇찹쌀수제전통주,13,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113201618261_XZHX5UNDW.jpg/fe87_071_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
미생막걸리,6,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013061306620_1KUWMGMM9.jpg/fe87_314_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
미소생막걸리,7,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181012214730340_BDCJUZ1W6.jpg/fe87_247_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
미인탁주,10,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013034217923_6XFYFPG7Y.jpg/fe87_292_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
바랑탁,15,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824195225929_MP2CDPJ0I.jpg/fe87_497_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
밤동산_알밤_막걸리,6,https://storage.googleapis.com/cheersmate/images/%E1%84%87%E1%85%A1%E1%86%B7%E1%84%83%E1%85%A9%E1%86%BC%E1%84%89%E1%85%A1%E1%86%AB_%E1%84%8B%E1%85%A1%E1%86%AF%E1%84%87%E1%85%A1%E1%86%B7_%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
방문주탁주,15,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726143405659_RWKT3E25M.jpg/fe87_343_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
배꽃담은연생막걸리,10,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726140504374_5S9AALD44.jpg/fe87_330_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
백년향,10,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726154131667_I73NBER42.jpg/fe87_370_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
백련생막걸리_Snow,6,https://storage.googleapis.com/cheersmate/images/%E1%84%87%E1%85%A2%E1%86%A8%E1%84%85%E1%85%A7%E1%86%AB%E1%84%89%E1%85%A2%E1%86%BC%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5_Snow.png,막걸리
백련생막걸리Misty,7,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170116182513588_JWOEOYNXK.jpg/fe87_083_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
백련생막걸리Snow,6,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170116182406377_QSCXEQ60W.jpg/fe87_081_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
백자주,10,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013053126008_E690GWAFO.jpg/fe87_308_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
백화미인,18,https://storage.googleapis.com/cheersmate/images/%E1%84%87%E1%85%A2%E1%86%A8%E1%84%92%E1%85%AA%E1%84%86%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB.png,막걸리
별산_막걸리,6.5,https://storage.googleapis.com/cheersmate/images/%E1%84%87%E1%85%A7%E1%86%AF%E1%84%89%E1%85%A1%E1%86%AB_%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
별산_오디스파클링,6,https://storage.googleapis.com/cheersmate/images/%E1%84%87%E1%85%A7%E1%86%AF%E1%84%89%E1%85%A1%E1%86%AB_%E1%84%8B%E1%85%A9%E1%84%83%E1%85%B5%E1%84%89%E1%85%B3%E1%84%91%E1%85%A1%E1%84%8F%E1%85%B3%E1%86%AF%E1%84%85%E1%85%B5%E1%86%BC.png,막걸리
병영설성동동주,6,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726152439491_MNIORJTXK.png/fe87_363_i1.png?type=m4500_4500_fst_n&wm=Y,막걸리
병영설성생막걸리,6,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726152214954_QUK17Q5TU.png/fe87_362_i1.png?type=m4500_4500_fst_n&wm=Y,막걸리
복순도가_손막걸리,6.5,https://storage.googleapis.com/cheersmate/images/%E1%84%87%E1%85%A9%E1%86%A8%E1%84%89%E1%85%AE%E1%86%AB%E1%84%83%E1%85%A9%E1%84%80%E1%85%A1_%E1%84%89%E1%85%A9%E1%86%AB%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
복순도가_탁주,10,https://storage.googleapis.com/cheersmate/images/%E1%84%87%E1%85%A9%E1%86%A8%E1%84%89%E1%85%AE%E1%86%AB%E1%84%83%E1%85%A9%E1%84%80%E1%85%A1_%E1%84%90%E1%85%A1%E1%86%A8%E1%84%8C%E1%85%AE.png,막걸리
복순도가손막걸리,6.5,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113200703070_CT9LUIG2R.jpg/fe87_056_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
본,17,https://storage.googleapis.com/cheersmate/images/%E1%84%87%E1%85%A9%E1%86%AB.png,막걸리
볼빨간막걸리10,10,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824201456044_9CYIGJSI8.jpg/fe87_506_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
볼빨간막걸리7,7,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824201225961_KRWPNU0W0.jpg/fe87_505_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
봉하쌀생막걸리,6,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824165432702_GELK797R1.jpg/fe87_432_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
부안참뽕막걸리,6,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522152728512_2AXIIPLX4.jpg/fe87_152_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
부자_10,10,https://storage.googleapis.com/cheersmate/images/%E1%84%87%E1%85%AE%E1%84%8C%E1%85%A1_10.png,막걸리
부자_13,13,https://storage.googleapis.com/cheersmate/images/%E1%84%87%E1%85%AE%E1%84%8C%E1%85%A1_13.png,막걸리
부자10,10,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170112175209439_R80JW7O1W.jpg/fe87_012_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
붉은_원숭이,10.8,https://storage.googleapis.com/cheersmate/images/%E1%84%87%E1%85%AE%E1%86%B0%E1%84%8B%E1%85%B3%E1%86%AB_%E1%84%8B%E1%85%AF%E1%86%AB%E1%84%89%E1%85%AE%E1%86%BC%E1%84%8B%E1%85%B5.png,막걸리
붉은원숭이,10.8,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170112175155456_M0XP15G2K.jpg/fe87_011_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
사화정미소,12,https://storage.googleapis.com/cheersmate/images/%E1%84%89%E1%85%A1%E1%84%92%E1%85%AA%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%86%E1%85%B5%E1%84%89%E1%85%A9.png,막걸리
산막생유막걸리,6,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522193445714_N71Q2GOCS.JPG/fe87_191_i1.JPG?type=m4500_4500_fst_n&wm=Y,막걸리
삼선,10,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726154556434_9S2FI6F9I.jpg/fe87_372_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
삼양춘_탁주,12.5,https://storage.googleapis.com/cheersmate/images/%E1%84%89%E1%85%A1%E1%86%B7%E1%84%8B%E1%85%A3%E1%86%BC%E1%84%8E%E1%85%AE%E1%86%AB_%E1%84%90%E1%85%A1%E1%86%A8%E1%84%8C%E1%85%AE.png,막걸리
삼양춘생탁주,12.5,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013035355517_I7BH2GKXB.jpg/fe87_294_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
서울골드막걸리,15,https://storage.googleapis.com/cheersmate/images/%E1%84%89%E1%85%A5%E1%84%8B%E1%85%AE%E1%86%AF%E1%84%80%E1%85%A9%E1%86%AF%E1%84%83%E1%85%B3%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
서울막걸리,7.5,https://storage.googleapis.com/cheersmate/images/%E1%84%89%E1%85%A5%E1%84%8B%E1%85%AE%E1%86%AF%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
서울핑크막걸리,7.5,https://storage.googleapis.com/cheersmate/images/%E1%84%89%E1%85%A5%E1%84%8B%E1%85%AE%E1%86%AF%E1%84%91%E1%85%B5%E1%86%BC%E1%84%8F%E1%85%B3%E1%84%86%E1%85%A1%E1%86%A8%E1%84%80%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5.png,막걸리
석탄주탁주,15,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726184201385_S31Z8SZXO.jpg/fe87_341_i1.jpg?type=m4500_4500_fst_n&wm=Y,막걸리
선산_베이직,6,https://storage.googleapis.com/cheersmate/images/%E1%84%89%E1%85%A5%E1%86%AB%E1%84%89%E1%85%A1%E1%86%AB_%E1%84%87%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%A8_%E1%84%8E%E1%85%AE%E1%84%89%E1%85%A5%E1%86%A8_%E1%84%89%E1%85%A5%E1%86%AB%E1%84%86%E1%85%AE%E1%86%AF%E1%84%89%E1%85%A6%E1%84%90%E1%85%B3_2023.png,막걸리
선산_베이직_추석_선물세트_2023,6,https://storage.googleapis.com/cheersmate/images/%E1%84%89%E1%85%A5%E1%86%AB%E1%84%89%E1%85%A1%E1%86%AB_%E1%84%87%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%A8.png,막걸리
선산_스위트,8,https://storage.googleapis.com/cheersmate/images/%E1%84%89%E1%85%A5%E1%86%AB%E1%84%89%E1%85%A1%E1%86%AB_%E1%84%89%E1%85%B3%E1%84%8B%E1%85%B1%E1%84%90%E1%85%B3_%E1%84%8E%E1%85%AE%E1%84%89%E1%85%A5%E1%86%A8_%E1%84%89%E1%85%A5%E1%86%AB%E1%84%86%E1%85%AE%E1%86%AF%E1%84%89%E1%85%A6%E1%84%90%E1%85%B3_2023.png,막걸리
선산_스위트_추석_선물세트_2023,8,https://storage.googleapis.com/cheersmate/images/%E1%84%89%E1%85%A5%E1%86%AB%E1%84%89%E1%85%A1%E1%86%AB_%E1%84%89%E1%85%B3%E1%84%8B%E1%85%B1%E1%84%90%E1%85%B3.png,막걸리
선산_오리지널,12,https://storage.googleapis.com/cheersmate/images/%E1%84%89%E1%85%A5%E1%86%AB%E1%84%89%E1%85%A1%E1%86%AB_%E1%84%8B%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8C%E1%85%B5%E1%84%82%E1%85%A5%E1%86%AF.png,막걸리
